,name,gender,is_buy,amount,platform,sighup_days,history_times,history_amount,last_buy_date,today_search_times,last_day_search_times,sigh_up_days_last_week,last_buy_date_to_now,city,province
1927,卜天佑,male,1,36.9,ios,56,7,2071.3,2021/4/23,2,0,4,2,芜湖,安徽
1928,卜睿,male,1,151.9,adr,138,23,2527.7,2021/3/25,2,1,0,31,台州,浙江
1929,卜子睿,male,1,15.9,ios,28,7,713.3,2021/3/29,3,1,0,27,西宁,青海
1930,卜宇轩,male,1,67.9,adr,45,5,359.5,2021/3/22,2,1,0,34,东莞,广东
1931,卜致远,male,1,156.9,adr,288,36,3344.4,2021/2/28,2,0,0,56,吉林,吉林
1932,顾伟,male,1,402.9,adr,192,32,860.8,2021/4/4,2,1,0,21,双鸭山,黑龙江
1933,顾明,male,1,64.9,adr,20,10,1269,2021/4/12,3,3,0,13,广州,广东
1934,顾军,male,1,37.9,adr,10,10,219,2021/4/19,3,1,0,6,渭南,陕西
1935,顾子轩,male,1,53.9,ios,30,5,839.5,2021/4/4,3,2,0,21,达州,四川
1936,顾浩轩,male,1,57.9,adr,77,11,867.9,2021/3/9,1,1,0,47,天津,天津
1937,顾皓轩,male,1,88.9,adr,8,2,307.8,2021/4/19,2,1,0,6,沧州,河北
1938,顾子涵,male,1,55.9,adr,45,15,493.5,2021/3/30,2,1,0,26,淄博,山东
1939,顾一诺,male,1,39.9,adr,0,0,0,2021/4/25,2,1,4,0,苏州,江苏
1940,顾宇航,male,1,35.9,ios,45,15,148.5,2021/4/22,3,3,2,3,凉山,四川
1941,顾昊然,male,1,97.9,ios,119,17,610.3,2021/2/22,2,1,0,62,阿坝,四川
1942,顾一鸣,male,1,41.9,adr,16,4,43.6,2021/4/20,1,1,1,5,泰州,江苏
1943,顾子宸,male,1,56.9,adr,27,3,224.7,2021/4/25,2,1,4,0,柳州,广西
1944,顾子豪,male,1,267.9,ios,160,80,8152,2021/4/16,2,1,0,9,白城,吉林
1945,顾明轩,male,1,40.9,ios,4,1,141.9,2021/4/23,2,1,0,2,阿克苏,新疆
1946,顾致远,male,1,26.9,ios,18,9,1052.1,2021/4/17,2,2,0,8,黄石,湖北
1947,顾俊熙,male,1,68.9,adr,7,1,40.9,2021/4/20,1,0,0,5,邯郸,河北
1948,顾天佑,male,1,11.9,adr,4,2,75.8,2021/4/22,3,1,3,3,咸宁,湖北
1949,顾睿,male,1,67.9,adr,150,25,1397.5,2020/12/5,2,2,0,141,白银,甘肃
1950,顾子睿,male,1,131.9,adr,64,8,95.2,2021/4/20,2,1,1,5,临夏,甘肃
1951,顾宇轩,male,1,28.9,adr,14,7,146.3,2021/4/16,2,1,0,9,南京,江苏
1952,顾致远,male,1,15.9,adr,42,7,839.3,2021/4/3,3,2,0,22,淮南,安徽
1953,孟伟,male,1,11.9,ios,0,0,0,2021/4/25,2,1,0,0,阿坝,四川
1954,孟明,male,1,49.9,adr,45,5,299.5,2021/4/5,1,0,0,20,武威,甘肃
1955,孟军,male,1,80.9,adr,48,12,190.8,2021/3/10,2,1,0,46,中山,广东
1956,孟子轩,male,1,84.9,ios,66,11,1230.9,2021/3/27,2,1,0,29,山南,西藏
1957,孟浩轩,male,1,151.9,ios,162,54,3666.6,2021/4/10,2,1,0,15,泰安,山东
1958,孟皓轩,male,1,18.9,ios,4,1,11.9,2021/4/21,2,1,2,4,朔州,山西
1959,孟子涵,male,1,128.9,adr,198,22,811.8,2021/2/9,3,1,0,75,苏州,江苏
1960,孟一诺,male,1,11.9,adr,1,1,77.9,2021/4/24,3,1,1,1,湛江,广东
1961,孟宇航,male,1,27.9,adr,14,2,251.8,2021/4/17,1,1,0,8,商洛,陕西
1962,孟昊然,male,1,75.9,ios,40,8,799.2,2021/3/18,1,1,0,38,三明,福建
1963,孟一鸣,male,1,300.9,adr,150,30,117,2021/3/2,2,1,0,54,新余,江西
1964,孟子宸,male,1,22.9,adr,45,5,2114.5,2021/4/11,1,1,0,14,内江,四川
1965,孟子豪,male,1,67.9,adr,184,23,1331.7,2021/4/4,2,1,0,21,衢州,浙江
1966,孟明轩,male,1,8.9,ios,0,0,0,2021/4/25,2,1,3,0,庆阳,甘肃
1967,孟致远,male,1,27.9,adr,25,5,494.5,2021/4/5,4,2,0,20,福州,福建
1968,孟俊熙,male,1,78.9,adr,189,27,591.3,2021/1/12,2,1,0,103,驻马店,河南
1969,孟天佑,male,1,57.9,adr,154,22,3957.8,2021/3/18,2,1,0,38,连云港,江苏
1970,孟睿,male,1,37.9,ios,40,8,279.2,2021/4/8,1,0,0,17,滁州,安徽
1971,孟子睿,male,1,36.9,adr,0,0,0,2021/4/25,1,1,4,0,松原,吉林
1972,孟宇轩,male,1,0.9,ios,10,2,139.8,2021/4/15,2,1,0,10,邢台,河北
1973,孟致远,male,1,75.9,adr,126,18,934.2,2021/2/24,4,2,0,60,白城,吉林
1974,平伟,male,1,16.9,adr,5,5,364.5,2021/4/21,2,1,2,4,平凉,甘肃
1975,平明,male,1,18.9,ios,35,5,889.5,2021/4/14,6,4,0,11,马鞍山,安徽
1976,平军,male,1,158.9,ios,168,42,5539.8,2021/2/18,2,1,0,66,普洱,云南
1977,平子轩,male,1,59.9,ios,99,11,97.9,2021/3/17,1,1,0,39,塔城,新疆
1978,平浩轩,male,1,61.9,adr,32,4,535.6,2021/4/18,1,1,0,7,遵义,贵州
1979,平皓轩,male,1,63.9,adr,45,9,449.1,2021/3/17,2,1,0,39,青岛,山东
1980,平子涵,male,1,13.9,ios,24,8,687.2,2021/4/25,1,0,2,0,石家庄,河北
1981,平一诺,male,1,15.9,adr,5,1,4.9,2021/4/25,2,1,5,0,北京,北京
1982,平宇航,male,1,70.9,ios,207,23,4781.7,2021/2/17,1,1,0,67,桂林,广西
1983,平昊然,male,1,199.9,adr,294,42,835.8,2020/8/3,2,1,0,265,深圳,广东
1984,平一鸣,male,1,75.9,adr,168,28,4113.2,2020/11/12,6,3,0,164,日照,山东
1985,平子宸,male,1,42.9,adr,119,17,3364.3,2021/3/15,2,1,0,41,延边,吉林
1986,平子豪,male,1,36.9,adr,70,14,922.6,2021/3/21,2,1,0,35,楚雄,云南
1987,平明轩,male,1,92.9,adr,256,32,3900.8,2020/11/4,2,1,0,172,葫芦岛,辽宁
1988,平致远,male,1,130.9,ios,42,14,3120.6,2021/3/21,1,1,0,35,常州,江苏
1989,平俊熙,male,1,327.9,ios,0,0,0,2021/4/25,3,2,1,0,厦门,福建
1990,平天佑,male,1,14.9,adr,3,3,161.7,2021/4/22,1,1,2,3,平凉,甘肃
1991,平睿,male,1,121.9,adr,21,3,497.7,2021/4/4,1,1,0,21,平凉,甘肃
1992,平子睿,male,1,59.9,adr,28,4,639.6,2021/4/20,1,0,0,5,天津,天津
1993,平宇轩,male,1,63.9,adr,12,3,11.7,2021/4/17,2,1,0,8,平顶山,河南
1994,平致远,male,1,104.9,adr,27,3,197.7,2021/4/14,1,1,0,11,延边,吉林
1995,黄伟,male,1,11.9,adr,5,1,19.9,2021/4/22,2,1,3,3,毕节,贵州
1996,黄明,male,1,52.9,ios,88,11,75.9,2021/2/26,4,3,0,58,广州,广东
1997,黄军,male,1,4.9,adr,24,3,221.7,2021/4/10,3,1,0,15,沈阳,辽宁
1998,黄子轩,male,1,1.9,ios,12,3,17.7,2021/4/24,3,2,4,1,商洛,陕西
1999,黄浩轩,male,1,103.9,adr,0,0,0,2021/4/25,3,2,1,0,徐州,江苏
2000,黄皓轩,male,1,5.9,adr,27,3,83.7,2021/4/22,1,0,2,3,和田,新疆
2001,黄子涵,male,1,64.9,adr,60,15,1378.5,2021/2/24,1,1,0,60,淮南,安徽
2002,黄一诺,male,1,2.9,adr,0,0,0,2021/4/25,1,1,3,0,惠州,广东
2003,黄宇航,male,1,164.9,ios,40,20,358,2021/4/10,1,1,0,15,七台河,黑龙江
2004,黄昊然,male,1,6.9,adr,8,4,635.6,2021/4/17,3,2,0,8,银川,宁夏
2005,黄一鸣,male,1,94.9,adr,245,35,731.5,2021/4/8,2,1,0,17,桂林,广西
2006,黄子宸,male,1,104.9,adr,184,23,733.7,2021/1/24,3,1,0,91,金昌,甘肃
2007,黄子豪,male,1,43.9,adr,48,6,23.4,2021/3/31,2,0,0,25,上饶,江西
2008,黄明轩,male,1,122.9,adr,315,35,451.5,2020/7/19,2,1,0,280,,
2009,黄致远,male,1,248.9,adr,336,84,4779.6,2020/12/20,3,1,0,126,百色,广西
2010,黄俊熙,male,1,62.9,adr,32,4,111.6,2021/4/10,2,1,0,15,梅州,广东
2011,黄天佑,male,1,4.9,ios,4,2,71.8,2021/4/21,3,1,0,4,南京,江苏
2012,黄睿,male,1,109.9,adr,18,2,237.8,2021/4/9,3,1,0,16,唐山,河北
2013,黄子睿,male,1,49.9,adr,84,12,310.8,2021/4/12,2,2,0,13,铁岭,辽宁
2014,黄宇轩,male,1,81.9,adr,15,15,253.5,2021/4/15,2,1,0,10,本溪,辽宁
2015,黄致远,male,1,42.9,adr,63,7,433.3,2021/4/4,2,1,0,21,海北,青海
2016,和伟,male,1,229.9,adr,81,9,80.1,2021/3/15,3,2,0,41,日喀则,西藏
2017,和明,male,1,112.9,ios,80,10,119,2021/3/16,3,1,0,40,广州,广东
2018,和军,male,1,121.9,ios,54,6,347.4,2021/4/3,3,1,0,22,长治,山西
2019,和子轩,male,1,160.9,adr,32,32,3356.8,2021/4/6,3,1,0,19,宜宾,四川
2020,和浩轩,male,1,16.9,adr,21,3,23.7,2021/4/14,2,1,0,11,龙岩,福建
2021,和皓轩,male,1,127.9,adr,280,35,3041.5,2021/2/20,3,2,0,64,眉山,四川
2022,和子涵,male,1,37.9,adr,10,5,539.5,2021/4/19,2,1,0,6,连云港,江苏
2023,和一诺,male,1,18.9,adr,72,8,823.2,2021/3/1,1,1,0,55,福州,福建
2024,和宇航,male,1,44.9,adr,42,6,377.4,2021/3/27,4,1,0,29,黔西南,贵州
2025,和昊然,male,1,124.9,adr,9,3,47.7,2021/4/21,2,1,1,4,抚顺,辽宁
2026,和一鸣,male,1,173.9,adr,54,18,592.2,2021/3/14,4,1,0,42,遂宁,四川
2027,和子宸,male,1,46.9,adr,2,1,5.9,2021/4/23,6,3,4,2,北海,广西
2028,和子豪,male,1,115.9,adr,28,28,2461.2,2021/3/31,2,1,0,25,黔西南,贵州
2029,和明轩,male,1,9.9,adr,30,5,184.5,2021/4/15,2,1,0,10,西安,陕西
2030,和致远,male,1,7.9,ios,5,5,74.5,2021/4/22,3,1,3,3,烟台,山东
2031,和俊熙,male,1,59.9,adr,9,3,11.7,2021/4/21,2,1,0,4,广州,广东
2032,和天佑,male,1,79.9,adr,72,24,2397.6,2021/3/17,1,1,0,39,吉林,吉林
2033,和睿,male,1,43.9,adr,51,17,610.3,2021/3/28,1,1,0,28,哈尔滨,黑龙江
2034,和子睿,male,1,29.9,adr,48,6,557.4,2021/3/28,1,1,0,28,苏州,江苏
2035,和宇轩,male,1,19.9,adr,20,5,744.5,2021/4/17,1,1,0,8,天津,天津
2036,和致远,male,1,283.9,adr,153,51,198.9,2021/1/25,3,2,0,90,大兴安岭,黑龙江
2037,穆伟,male,1,5.9,ios,6,2,369.8,2021/4/23,1,1,2,2,梧州,广西
2038,穆明,male,1,240.9,adr,219,73,795.7,2020/10/6,2,1,0,201,深圳,广东
2039,穆军,male,1,19.9,adr,20,5,534.5,2021/4/17,2,1,0,8,鄂州,湖北
2040,穆子轩,male,1,147.9,adr,250,50,1445,2020/10/5,2,0,0,202,随州,湖北
2041,穆浩轩,male,1,0.9,adr,32,4,47.6,2021/4/7,4,2,0,18,西安,陕西
2042,穆皓轩,male,1,37.9,ios,56,8,15.2,2021/3/4,4,3,0,52,马鞍山,安徽
2043,穆子涵,male,1,98.9,ios,14,2,321.8,2021/4/15,1,1,0,10,鸡西,黑龙江
2044,穆一诺,male,1,113.9,adr,204,34,336.6,2021/2/18,3,2,0,66,广元,四川
2045,穆宇航,male,1,5.9,adr,18,2,227.8,2021/4/18,2,2,0,7,鞍山,辽宁
2046,穆昊然,male,1,69.9,adr,150,25,297.5,2020/12/10,2,1,0,136,锡林郭勒盟,内蒙古
2047,穆一鸣,male,1,50.9,ios,66,11,801.9,2021/4/1,4,3,0,24,长沙,湖南
2048,穆子宸,male,1,46.9,adr,108,18,1618.2,2021/2/7,2,1,0,77,杭州,浙江
2049,穆子豪,male,1,190.9,ios,300,60,1194,2020/8/17,2,2,0,251,保山,云南
2050,穆明轩,male,1,29.9,ios,8,4,119.6,2021/4/25,2,1,6,0,信阳,河南
2051,穆致远,male,1,18.9,adr,36,9,809.1,2021/3/29,2,1,0,27,大理,云南
2052,穆俊熙,male,1,55.9,adr,32,16,3518.4,2021/4/25,2,1,3,0,南京,江苏
2053,穆天佑,male,1,24.9,adr,24,8,1351.2,2021/4/8,3,2,0,17,香港,香港
2054,穆睿,male,1,189.9,adr,28,7,1406.3,2021/4/20,3,1,0,5,巴彦淖尔,内蒙古
2055,穆子睿,male,1,40.9,adr,6,3,239.7,2021/4/25,2,1,2,0,仙桃,湖北
2056,穆宇轩,male,1,35.9,adr,0,0,0,2021/4/25,3,1,1,0,宜宾,四川
2057,穆致远,male,1,189.9,adr,130,26,517.4,2020/12/24,1,0,0,122,重庆,重庆
2058,萧伟,male,1,92.9,adr,135,15,253.5,2021/1/29,3,1,0,86,舟山,浙江
2059,萧明,male,1,6.9,ios,12,4,627.6,2021/4/14,1,1,0,11,沈阳,辽宁
2060,萧军,male,1,114.9,adr,22,22,965.8,2021/4/17,2,1,0,8,玉林,广西
2061,萧子轩,male,1,6.9,adr,30,6,317.4,2021/4/13,3,2,0,12,阿勒泰,新疆
2062,萧浩轩,male,1,4.9,ios,10,5,224.5,2021/4/16,3,2,0,9,银川,宁夏
2063,萧皓轩,male,1,27.9,ios,0,0,0,2021/4/25,2,1,1,0,南通,江苏
2064,萧子涵,male,1,57.9,adr,24,6,1007.4,2021/4/3,4,2,0,22,北京,北京
2065,萧一诺,male,1,140.9,adr,44,44,3515.6,2021/3/30,3,1,0,26,厦门,福建
2066,萧宇航,male,1,30.9,ios,77,11,185.9,2021/2/12,4,2,0,72,崇左,广西
2067,萧昊然,male,1,6.9,adr,28,4,387.6,2021/4/18,2,1,0,7,南阳,河南
2068,萧一鸣,male,1,9.9,ios,9,1,7.9,2021/4/20,1,1,1,5,重庆,重庆
2069,萧子宸,male,1,42.9,adr,70,14,1734.6,2021/4/25,2,1,2,0,宜春,江西
2070,萧子豪,male,1,115.9,ios,56,14,628.6,2021/3/31,3,3,0,25,日喀则,西藏
2071,萧明轩,male,1,47.9,adr,26,13,661.7,2021/4/1,1,0,0,24,甘南,甘肃
2072,萧致远,male,1,41.9,ios,126,14,2434.6,2021/3/4,3,1,0,52,中山,广东
2073,萧俊熙,male,1,2.9,ios,12,2,89.8,2021/4/20,1,1,1,5,锦州,辽宁
2074,萧天佑,male,1,217.9,adr,1,1,23.9,2021/4/25,1,0,5,0,益阳,湖南
2075,萧睿,male,1,69.9,ios,234,26,1999.4,2020/9/10,1,1,0,227,嘉兴,浙江
2076,萧子睿,male,1,47.9,adr,54,6,857.4,2021/4/5,2,1,0,20,上海,上海
2077,萧宇轩,male,1,42.9,ios,10,2,105.8,2021/4/20,3,2,1,5,宜宾,四川
2078,萧致远,male,1,41.9,adr,40,8,335.2,2021/4/25,3,1,1,0,嘉峪关,甘肃
2079,尹伟,male,1,38.9,ios,10,10,1629,2021/4/16,3,1,0,9,德州,山东
2080,尹明,male,1,157.9,adr,344,43,2575.7,2020/7/8,4,2,0,291,乌鲁木齐,新疆
2081,尹军,male,1,38.9,adr,42,7,419.3,2021/3/23,2,1,0,33,上海,上海
2082,尹子轩,male,1,57.9,adr,26,13,1545.7,2021/4/18,3,1,0,7,重庆,重庆
2083,尹浩轩,male,1,58.9,ios,18,2,27.8,2021/4/15,3,2,0,10,唐山,河北
2084,尹皓轩,male,1,74.9,adr,189,27,4047.3,2021/4/4,1,1,0,21,亳州,安徽
2085,尹子涵,male,1,132.9,adr,105,15,583.5,2021/3/8,1,0,0,48,承德,河北
2086,尹一诺,male,1,122.9,adr,104,26,1167.4,2021/2/14,3,2,0,70,丽水,浙江
2087,尹宇航,male,1,40.9,adr,22,11,5531.9,2021/4/12,1,1,0,13,廊坊,河北
2088,尹昊然,male,1,214.9,ios,42,7,496.3,2021/4/24,3,1,0,1,许昌,河南
2089,尹一鸣,male,1,64.9,ios,216,24,1917.6,2021/3/5,2,1,0,51,松原,吉林
2090,尹子宸,male,1,163.9,adr,50,10,949,2021/4/1,3,2,0,24,汕尾,广东
2091,尹子豪,male,1,78.9,adr,6,6,191.4,2021/4/24,1,0,2,1,北京,北京
2092,尹明轩,male,1,9.9,ios,10,2,143.8,2021/4/23,2,1,1,2,荆州,湖北
2093,尹致远,male,1,53.9,adr,27,9,233.1,2021/3/29,1,1,0,27,重庆,重庆
2094,尹俊熙,male,1,50.9,adr,52,13,1948.7,2021/3/8,1,1,0,48,安阳,河南
2095,尹天佑,male,1,46.9,adr,24,3,287.7,2021/4/4,1,1,0,21,郑州,河南
2096,尹睿,male,1,19.9,adr,70,10,2549,2021/3/13,3,1,0,43,丹东,辽宁
2097,尹子睿,male,1,14.9,adr,8,4,383.6,2021/4/23,2,1,1,2,黑河,黑龙江
2098,尹宇轩,male,1,27.9,ios,16,4,263.6,2021/4/19,2,1,0,6,德州,山东
2099,尹致远,male,1,9.9,ios,15,3,176.7,2021/4/22,4,2,2,3,重庆,重庆
2100,姚伟,male,1,46.9,ios,80,16,2718.4,2021/2/22,2,1,0,62,上海,上海
2101,姚明,male,1,75.9,adr,92,23,2780.7,2021/3/4,3,2,0,52,本溪,辽宁
2102,姚军,male,1,6.9,adr,30,5,494.5,2021/3/30,1,0,0,26,永州,湖南
2103,姚子轩,male,1,62.9,adr,27,9,3842.1,2021/4/5,2,1,0,20,湛江,广东
2104,姚浩轩,male,1,18.9,ios,0,0,0,2021/4/25,3,3,3,0,中山,广东
2105,姚皓轩,male,1,163.9,adr,297,33,4847.7,2020/7/27,2,1,0,272,江门,广东
2106,姚子涵,male,1,36.9,ios,10,10,289,2021/4/23,3,1,2,2,,
2107,姚一诺,male,1,39.9,ios,14,7,370.3,2021/4/22,2,1,2,3,苏州,江苏
2108,姚宇航,male,1,16.9,ios,21,7,55.3,2021/4/18,1,0,0,7,盘锦,辽宁
2109,姚昊然,male,1,312.9,adr,95,19,226.1,2021/4/15,2,1,0,10,忻州,山西
2110,姚一鸣,male,1,71.9,ios,81,27,2589.3,2021/2/21,2,2,0,63,重庆,重庆
2111,姚子宸,male,1,36.9,ios,9,1,10.9,2021/4/22,2,1,0,3,重庆,重庆
2112,姚子豪,male,1,47.9,adr,16,16,2334.4,2021/4/12,2,1,0,13,恩施,湖北
2113,姚明轩,male,1,232.9,adr,21,7,188.3,2021/4/21,1,1,1,4,珠海,广东
2114,姚致远,male,1,68.9,adr,42,14,362.6,2021/3/31,2,1,0,25,咸阳,陕西
2115,姚俊熙,male,1,109.9,adr,18,9,845.1,2021/4/20,3,1,1,5,贺州,广西
2116,姚天佑,male,1,45.9,adr,20,4,67.6,2021/4/23,2,1,1,2,唐山,河北
2117,姚睿,male,1,152.9,ios,88,11,768.9,2021/4/23,2,1,3,2,郴州,湖南
2118,姚子睿,male,1,123.9,adr,29,29,316.1,2021/4/14,2,1,0,11,果洛,青海
2119,姚宇轩,male,1,107.9,adr,96,12,190.8,2021/3/16,3,2,0,40,广州,广东
2120,姚致远,male,1,58.9,adr,100,20,238,2021/4/19,1,0,0,6,台州,浙江
2121,邵伟,male,1,134.9,ios,64,16,510.4,2021/3/16,3,1,0,40,江门,广东
2122,邵明,male,1,6.9,adr,16,2,67.8,2021/4/23,2,1,4,2,凉山,四川
2123,邵军,male,1,110.9,adr,186,31,5390.9,2020/11/26,2,1,0,150,平凉,甘肃
2124,邵子轩,male,1,0.9,adr,0,0,0,2021/4/25,1,1,6,0,西安,陕西
2125,邵浩轩,male,1,107.9,adr,110,22,239.8,2021/4/14,3,2,0,11,黑河,黑龙江
2126,邵皓轩,male,1,12.9,adr,14,2,129.8,2021/4/17,3,1,0,8,上海,上海
2127,邵子涵,male,1,87.9,ios,182,26,127.4,2020/11/30,3,1,0,146,深圳,广东
2128,邵一诺,male,1,60.9,adr,176,22,4199.8,2021/4/8,2,1,0,17,衡水,河北
2129,邵宇航,male,1,65.9,adr,85,17,1409.3,2021/4/22,2,1,2,3,河源,广东
2130,邵昊然,male,1,109.9,adr,132,22,195.8,2021/1/24,1,0,0,91,广州,广东
2131,邵一鸣,male,1,125.9,adr,296,37,1106.3,2020/10/7,3,2,0,200,阿坝,四川
2132,邵子宸,male,1,3.9,ios,45,5,49.5,2021/4/14,3,2,0,11,桂林,广西
2133,邵子豪,male,1,114.9,ios,333,37,2475.3,2020/6/12,2,1,0,317,阳江,广东
2134,邵明轩,male,1,84.9,adr,116,29,55.1,2021/1/3,2,1,0,112,白银,甘肃
2135,邵致远,male,1,66.9,ios,50,10,469,2021/4/10,1,0,0,15,天津,天津
2136,邵俊熙,male,1,176.9,adr,294,49,2739.1,2020/8/5,3,3,0,263,吉林,吉林
2137,邵天佑,male,1,6.9,adr,2,2,87.8,2021/4/23,3,2,2,2,平顶山,河南
2138,邵睿,male,1,30.9,ios,18,3,71.7,2021/4/13,2,1,0,12,哈尔滨,黑龙江
2139,邵子睿,male,1,138.9,ios,112,16,414.4,2021/2/4,2,1,0,80,南京,江苏
2140,邵宇轩,male,1,136.9,adr,3,1,10.9,2021/4/22,3,2,2,3,乌鲁木齐,新疆
2141,邵致远,male,1,84.9,adr,112,16,30.4,2021/1/24,2,2,0,91,邢台,河北
2142,湛伟,male,1,32.9,adr,117,13,518.7,2021/3/16,3,1,0,40,龙岩,福建
2143,湛明,male,1,105.9,adr,120,24,2013.6,2021/3/2,2,1,0,54,天津,天津
2144,湛军,male,1,47.9,adr,105,15,2083.5,2021/1/22,4,2,0,93,怒江,云南
2145,湛子轩,male,1,10.9,ios,48,6,107.4,2021/3/27,4,2,0,29,乌鲁木齐,新疆
2146,湛浩轩,male,1,116.9,adr,70,35,976.5,2021/4/12,2,1,0,13,萍乡,江西
2147,湛皓轩,male,1,64.9,adr,25,25,5972.5,2021/4/12,3,1,0,13,海西,青海
2148,湛子涵,male,1,45.9,adr,0,0,0,2021/4/25,3,1,6,0,聊城,山东
2149,湛一诺,male,1,28.9,adr,56,7,146.3,2021/2/28,1,1,0,56,烟台,山东
2150,湛宇航,male,1,154.9,ios,93,31,1391.9,2021/2/13,3,2,0,71,南京,江苏
2151,湛昊然,male,1,56.9,ios,19,19,2069.1,2021/4/25,3,1,1,0,十堰,湖北
2152,湛一鸣,male,1,11.9,adr,3,3,59.7,2021/4/24,1,1,3,1,河池,广西
2153,湛子宸,male,1,174.9,ios,38,19,359.1,2021/3/22,3,2,0,34,茂名,广东
2154,湛子豪,male,1,64.9,ios,105,15,3808.5,2021/1/15,4,3,0,100,北京,北京
2155,湛明轩,male,1,76.9,adr,108,27,2130.3,2021/3/24,1,1,0,32,上海,上海
2156,湛致远,male,1,10.9,ios,0,0,0,2021/4/25,1,0,6,0,定西,甘肃
2157,湛俊熙,male,1,22.9,ios,27,9,98.1,2021/4/20,2,1,0,5,菏泽,山东
2158,湛天佑,male,1,84.9,ios,28,4,287.6,2021/4/24,2,1,2,1,包头,内蒙古
2159,湛睿,male,1,105.9,adr,216,27,3966.3,2020/11/29,3,2,0,147,重庆,重庆
2160,湛子睿,male,1,178.9,adr,35,5,669.5,2021/4/8,1,1,0,17,黄冈,湖北
2161,湛宇轩,male,1,69.9,adr,18,3,194.7,2021/4/25,2,1,2,0,上海,上海
2162,湛致远,male,1,5.9,adr,5,5,294.5,2021/4/21,2,1,2,4,广州,广东
2163,汪伟,male,1,3.9,adr,24,4,303.6,2021/4/19,1,0,0,6,广州,广东
2164,汪明,male,1,158.9,adr,47,47,230.3,2021/3/22,3,3,0,34,海西,青海
2165,汪军,male,1,123.9,ios,55,11,735.9,2021/3/9,1,1,0,47,神农架林区,湖北
2166,汪子轩,male,1,15.9,adr,8,4,115.6,2021/4/25,2,1,4,0,青岛,山东
2167,汪浩轩,male,1,403.9,adr,135,15,808.5,2021/4/15,1,0,0,10,四平,吉林
2168,汪皓轩,male,1,55.9,adr,30,10,429,2021/4/3,1,1,0,22,白城,吉林
2169,汪子涵,male,1,193.9,adr,32,16,1118.4,2021/4/9,2,2,0,16,淮南,安徽
2170,汪一诺,male,1,37.9,ios,42,7,34.3,2021/4/2,2,1,0,23,三明,福建
2171,汪宇航,male,1,84.9,adr,0,0,0,2021/4/25,4,2,3,0,杭州,浙江
2172,汪昊然,male,1,23.9,adr,9,3,65.7,2021/4/22,2,1,1,3,景德镇,江西
2173,汪一鸣,male,1,11.9,adr,4,1,128.9,2021/4/25,3,2,5,0,衡水,河北
2174,汪子宸,male,1,36.9,adr,21,3,299.7,2021/4/9,2,1,0,16,铁岭,辽宁
2175,汪子豪,male,1,36.9,ios,40,8,431.2,2021/4/23,4,2,0,2,海北,青海
2176,汪明轩,male,1,6.9,ios,0,0,0,2021/4/25,1,0,4,0,郑州,河南
2177,汪致远,male,1,185.9,ios,504,56,666.4,2020/7/16,2,1,0,283,包头,内蒙古
2178,汪俊熙,male,1,4.9,ios,12,2,5.8,2021/4/25,2,1,3,0,内江,四川
2179,汪天佑,male,1,21.9,adr,3,1,71.9,2021/4/22,1,1,1,3,阿勒泰,新疆
2180,汪睿,male,1,39.9,ios,15,15,628.5,2021/4/22,1,0,2,3,绍兴,浙江
2181,汪子睿,male,1,7.9,ios,21,3,32.7,2021/4/12,2,1,0,13,湘潭,湖南
2182,汪宇轩,male,1,27.9,adr,33,11,1120.9,2021/4/14,5,4,0,11,广元,四川
2183,汪致远,male,1,24.9,adr,4,4,27.6,2021/4/25,2,1,1,0,重庆,重庆
2184,祁伟,male,1,49.9,adr,45,15,1423.5,2021/4/21,1,0,2,4,随州,湖北
2185,祁明,male,1,90.9,ios,4,2,29.8,2021/4/24,2,2,5,1,泰安,山东
2186,祁军,male,1,65.9,ios,25,5,244.5,2021/4/21,3,1,0,4,松原,吉林
2187,祁子轩,male,1,5.9,adr,35,5,84.5,2021/4/18,3,2,0,7,大庆,黑龙江
2188,祁浩轩,male,1,11.9,adr,8,1,131.9,2021/4/17,3,2,0,8,黄冈,湖北
2189,祁皓轩,male,1,44.9,adr,105,15,1603.5,2021/3/24,1,0,0,32,绥化,黑龙江
2190,祁子涵,male,1,63.9,adr,45,5,1009.5,2021/4/18,2,1,0,7,荆州,湖北
2191,祁一诺,male,1,32.9,ios,63,9,3086.1,2021/4/21,1,0,0,4,怀化,湖南
2192,祁宇航,male,1,4.9,adr,6,1,18.9,2021/4/20,1,1,1,5,伊春,黑龙江
2193,祁昊然,male,1,22.9,ios,9,9,1439.1,2021/4/25,1,0,5,0,邢台,河北
2194,祁一鸣,male,1,62.9,adr,72,24,237.6,2021/4/14,4,2,0,11,鸡西,黑龙江
2195,祁子宸,male,1,27.9,adr,9,9,1043.1,2021/4/16,3,2,0,9,来宾,广西
2196,祁子豪,male,1,0.9,ios,20,4,387.6,2021/4/13,3,2,0,12,盐城,江苏
2197,祁明轩,male,1,470.9,adr,500,100,1690,2021/4/16,1,0,0,9,资阳,四川
2198,祁致远,male,1,254.9,ios,594,66,3755.4,2020/10/31,3,1,0,176,临沂,山东
2199,祁俊熙,male,1,19.9,ios,24,4,27.6,2021/4/10,1,1,0,15,濮阳,河南
2200,祁天佑,male,1,83.9,ios,9,1,40.9,2021/4/25,1,0,1,0,天津,天津
2201,祁睿,male,1,50.9,ios,5,5,469.5,2021/4/22,2,1,1,3,厦门,福建
